units,base,id,name,sprite,title,type,hp,atk,def,spd,trigger,trigger2,trigger3,ability,explanation,sm1sprite,lg1sprite,ida,sm2sprite,lg2sprite,idb,sm3sprite,lg3sprite,idc,tier,common,uncommon,rare,se,setext
1,base2b.png,No.O87,DEWGONG,87.png,THE SEA LION POKÉMON,ICE,7,6,7,3,,,,Whenever an opposing Pokemon is defeated Dewgong Freezes up to 3 dice.,,86.png,,No.O86,,,,,87.png,No.O87,T3.png,,,T3.png,PoisonType.png,+1
1,base2b.png,No.O89,MUK,89.png,THE SLUDGE POKÉMON,POISON,8,7,7,3,,,,"Grimer turns ALL Poison Cards into Badly Poison Cards.

Badly Poison: Deal 2 Damage to the Active Pokemon, then Draw 1.",,88.png,,No.O88,,,,,89.png,No.O89,T3.png,,,T3.png,BugType.png,+1
1,base2b.png,No.O91,CLOYSTER,91.png,THE BIVALVE POKÉMON,ICE,4,7,9,4,,,,Whenever a Rival defeats a Pokemon Cloyster Freezes up to 3 dice.,,90.png,,No.O9O,,,,,91.png,No.O91,T3.png,,,T3.png,PoisonType.png,+1
1,base3c.png,No.O94,GENGAR,94.png,THE SHADOW POKÉMON,GHOST,5,8,5,6,,,,"At the start of Round, Haunter forcing Rival to Discard 3 Cards.",,92.png,,No.O92,93.png,,No.O93,,94.png,No.O94,T3.png,,,T3.png,,
1,base2b.png,No.O97,HYPNO,97.png,THE HYPNOSIS POKÉMON,PSYCHIC,7,6,7,3,,,,"Whenever an event requires you to roll, you may forego doing so. Instead, Hypno gives you a dice with the value of your choice.",,96.png,,No.O96,,,,,97.png,No.O97,T3.png,,,T3.png,FightingType.png,+1
1,base2b.png,No.O99,KINGLER,99.png,THE PINCER POKÉMON,WATER,4,7,7,4,,,,"Whenever a die enters an ally's Defense Zone, Kingler grants all allies +1 ATK.",,98.png,,No.O98,,,,,99.png,No.O99,T3.png,,,T3.png,FireType.png,+1
1,base2b.png,No.1O1,ELECTRODE,101.png,THE BALL POKÉMON,ELECTRIC,5,5,6,8,,,,"Electrode may Explode while it is the active Pokemon. Doing so, deals its HP in direct damage. Gain 1 EXP per damage dealt.",,100.png,,No.1OO,,,,,101.png,No.1O1,T3.png,,,T3.png,FlyingType.png,+1
1,base2b.png,No.1O5,MAROWAK,105.png,THE BONE KEEPER POKÉMON,GROUND,5,5,8,2,,,,"The first time an ally performs a Move, Marowak may take any card from the discard pile, and place it on top of the deck.",,104.png,,No.1O4,,,,,105.png,No.1O5,T3.png,,,T3.png,ElectricType.png,+1
1,base1.png,No.1O6,HITMONLEE,106.png,THE KICKING POKÉMON,FIGHTING,4,6,7,4,,,,"Whenever Hitmonlee uses a move containing the word 'Kick', repeat it.",,,,,,106.png,No.1O6,,,,T3.png,,,T3.png,RockType.png,+1
1,base1.png,No.1O7,HITMONCHAN,107.png,THE PUNCHING POKÉMON,FIGHTING,4,6,7,4,,,,"Whenever Hitmonchan uses a move containing the word 'Punch', repeat it.",,,,,,107.png,No.1O7,,,,T3.png,,,T3.png,RockType.png,+1
1,base2b.png,No.11O,WEEZING,110.png,THE POISON GAS POKÉMON,POISON,5,7,8,3,,,,"Whenever a Rival plays a Poison Card, Weezing deals 2 damage to their active Pokemon.",,109.png,,No.1O9,,,,,110.png,No.11O,T3.png,,,T3.png,BugType.png,+1
1,base1.png,No.114,TANGELA,114.png,THE VINE POKÉMON,GRASS,6,7,7,3,,,,Tangela increase all your Recovery by 1.,,,,,,114.png,No.114,,,,T3.png,,,T3.png,WaterType.png,+1
1,base2b.png,No.117,SEADRA,117.png,THE DRAGON POKÉMON,WATER,5,7,6,4,,,,"Whenever an ally loses HP, Seadra draws 1.",,116.png,,No.116,,,,,117.png,No.117,T3.png,,,T3.png,FireType.png,+1
1,base2b.png,No.119,SEAKING,119.png,THE GOLDFISH POKÉMON,WATER,7,6,6,3,,,,"Whenever a die enters an ally's Attack Zone, Seaking grants all allies +1 DEF.",,118.png,,No.118,,,,,119.png,No.119,T3.png,,,T3.png,FireType.png,+1
1,base2b.png,No.121,STARMIE,121.png,THE MYSTERIOUS POKÉMON,WATER,5,7,7,5,,,,,,120.png,,No.12O,,,,,121.png,No.121,T3.png,,,T3.png,FireType.png,+1
1,base1.png,No.122,MR. MIME,122.png,THE BARRIER POKÉMON,PSYCHIC,3,6,7,5,,,,"Mr. Mime forces all 1's to become 12's, and 12's become 1's.",,,,,,122.png,No.122,,,,T3.png,,,T3.png,FightingType.png,+1
1,base1.png,No.124,JYNX,124.png,THE HUMAN SHAPE POKÉMON,ICE,5,7,5,5,,,,"Anytime you play a Punch move, Jynx Freezes 1.",,,,,,124.png,No.124,,,,T3.png,,,T3.png,PoisonType.png,+1
1,base1.png,No.125,ELECTABUZZ,125.png,THE ELECTRIC POKÉMON,ELECTRIC,5,7,6,5,,,,"Anytime you play a Punch move, Electabuzz Paralyzes 1.",,,,,,125.png,No.125,,,,T3.png,,,T3.png,FlyingType.png,+1
1,base1.png,No.126,MAGMAR,126.png,THE SPITFIRE POKÉMON,FIRE,5,8,6,4,,,,"Anytime you play a Punch move, Magmar allows you to Burn 1, or force your opponent to Burn 1.",,,,,,126.png,No.126,,,,T3.png,,,T3.png,GrassType.png,+1
1,base2b.png,No.13O,GYARADOS,130.png,THE ATROCIOUS POKÉMON,WATER,8,7,7,4,,,,,,129.png,,No.129,,,,,130.png,No.13O,T3.png,,,T3.png,FireType.png,+1
1,base1.png,No.131,LAPRAS,131.png,THE TRANSPORT POKÉMON,ICE,1O,7,7,3,,,,"At the start of Turn, Lapras may ferry you to any Town instead of moving",,,,,,131.png,No.131,,,,T3.png,,,T3.png,PoisonType.png,+1
1,base1.png,No.134,VAPOREON,134.png,THE BUBBLE JET POKÉMON,WATER,11,7,6,3,,,,,,,,,,134.png,No.134,,,,T3.png,,,T3.png,FireType.png,+1
1,base1.png,No.135,JOLTEON,135.png,THE LIGHTNING POKÉMON,ELECTRIC,5,7,6,7,,,,,,,,,,135.png,No.135,,,,T3.png,,,T3.png,FlyingType.png,+1
1,base1.png,No.136,FLAREON,136.png,THE FLAME POKÉMON,FIRE,5,9,7,3,,,,,,,,,,136.png,No.136,,,,T3.png,,,T3.png,GrassType.png,+1
1,base1.png,No.113,CHANSEY,113.png,THE EGG POKÉMON,NORMAL,2O,2,4,3,,,,"At the start of an ally's turn, you may learn a new move disregarding cost",,,,,,113.png,No.113,,,,T4.png,,,,,
1,base1.png,No.123,SCYTHER,123.png,THE MANTIS POKÉMON,BUG,6,7,6,5,,,,All bonuses from Bug type Pokemon are doubled on Scyther.,,,,,,123.png,No.123,,,,T4.png,,,,IceType.png,+1
1,base1.png,No.127,PINSIR,127.png,THE STAG BEETLE POKÉMON,BUG,5,7,7,4,,,,"All STAB effects from Bug type moves, trigger a number of times equal to the number of Bug type Pokemon owned.",,,,,,127.png,No.127,,,,T4.png,,,,IceType.png,+1
1,base1.png,No.128,TAUROS,128.png,THE WILD BULL POKÉMON,NORMAL,6,6,7,5,,,,Tauros removes your hand size limit,,,,,,128.png,No.128,,,,T4.png,,,,,
1,base2a.png,No.111,RHYHORN,111.png,THE SPIKES POKÉMON,GROUND,6,5,5,1,,,,"Whenever you Dig, Rhyhorn grants the active Pokemon +1 DEF.",,,111.png,No.111,,,,112.png,,No.112,T4.png,,,,ElectricType.png,+1
1,base2b.png,No.112,RHYDON,112.png,THE DRILL POKÉMON,GROUND,8,7,7,2,,,,"Whenever you Dig, Rhydon grants the active Pokemon +1 DEF & +1 ATK.",,111.png,,No.111,,,,,112.png,No.112,T4.png,,,,ElectricType.png,+1
1,base1.png,No.115,KANGASKHAN,115.png,THE PARENT POKÉMON,NORMAL,9,6,7,5,,,,,,,,,,115.png,No.115,,,,T4.png,,,,,
1,base2a.png,No.1O2,EXEGGCUTE,102.png,THE EGG POKÉMON,GRASS,5,4,5,2,,,,,,,102.png,No.1O2,,,,103.png,,No.1O3,T4.png,,,,WaterType.png,+1
1,base2b.png,No.1O3,EXEGGUTOR,103.png,THE COCONUT POKÉMON,GRASS,8,9,6,3,,,,,,102.png,,No.1O2,,,,,103.png,No.1O3,T4.png,,,,WaterType.png,+1
1,base3a.png,No.147,DRATINI,147.png,THE DRAGON POKÉMON,DRAGON,3,5,4,2,,,,,,,147.png,No.147,148.png,,No.148,149.png,,No.149,T4.png,,,,,
1,base3b.png,No.148,DRAGONAIR,148.png,THE DRAGON POKÉMON,DRAGON,5,6,5,4,,,,,,147.png,,No.147,,148.png,No.148,149.png,,No.149,T4.png,,,,,
1,base3c.png,No.149,DRAGONITE,149.png,THE DRAGON POKÉMON,DRAGON,7,9,8,4,,,,,,147.png,,No.147,148.png,,No.148,,149.png,No.149,T4.png,,,,,
1,base1.png,No.133,EEVEE,133.png,THE EVOLUTION POKÉMON,NORMAL,4,4,5,3,,,,Eevee evolves if you encounter the Lost Eevee! Event.,,,,,,133.png,No.133,,,,T5.png,,,,,
1,base1.png,No.151,MEW,151.png,THE NEW SPECIES POKÉMON,PSYCHIC,8,8,8,5,,,,Mew changes your hand to become your entire deck instead.,,,,,,151.png,No.151,,,,T5.png,,,,FightingType.png,+1
1,base1.png,No.15O,MEWTWO,150.png,THE GENETIC POKÉMON,PSYCHIC,8,11,7,7,,,,Mewtwo repeats all moves performed by allies.,,,,,,150.png,No.15O,,,,T5.png,,,,FightingType.png,+1
1,base1.png,No.144,ARTICUNO,144.png,THE FREEZE POKÉMON,ICE,7,7,9,5,,,,"Articuno doubles all allies' DEF.

(DEF cannot exceed 12)",,,,,,144.png,No.144,,,,T5.png,,,,PoisonType.png,+1
1,base1.png,No.145,ZAPDOS,145.png,THE ELECTRIC POKÉMON,ELECTRIC,7,9,7,5,,,,Zapdos doubles all allies' SPD.,,,,,,145.png,No.145,,,,T5.png,,,,FlyingType.png,+1
1,base1.png,No.146,MOLTRES,146.png,THE FLAME POKÉMON,FIRE,7,9,7,5,,,,Moltres doubles all allies' ATK.,,,,,,146.png,No.146,,,,T5.png,,,,GrassType.png,+1
1,base1.png,No.137,PORYGON,137.png,THE VIRTUAL POKÉMON,NORMAL,5,6,6,2,,,,"At the start of the turn, you may switch Porygon's typing to a Type of your choosing.",,,,,,137.png,No.137,,,,T5.png,,,,,
1,base2a.png,No.129,MAGIKARP,129.png,THE FISH POKÉMON,WATER,2,1,3,4,,,,,,,129.png,No.129,,,,130.png,,No.13O,T5.png,,,,FireType.png,+1
1,base2a.png,No.138,OMANYTE,138.png,THE SPIRAL POKÉMON,ROCK,3,5,6,2,,,,Whenever an ally gains ATK. Omanyte grants them +1 DEF until the end of Round.,,,138.png,No.138,,,,139.png,,No.139,T5.png,,,,PsychicType.png,+1
1,base2a.png,No.14O,KABUTO,140.png,THE SHELLFISH POKÉMON,ROCK,2,6,6,3,,,,Whenever an ally gains DEF. Kabuto grants them +1 ATK until the end of Round.,,,140.png,No.14O,,,,141.png,,No.141,T5.png,,,,PsychicType.png,+1
1,base1.png,No.142,AERODACTYL,142.png,THE FOSSIL POKÉMON,ROCK,6,7,6,6,,,,,,,,,,142.png,No.142,,,,T5.png,,,,PsychicType.png,+1
1,base2b.png,No.141,KABUTOPS,141.png,THE SHELLFISH POKÉMON,ROCK,5,7,7,4,,,,"Whenever an ally gains DEF. Kabutops grants them equal ATK until the end of Round.
",,140.png,,No.14O,,,,,141.png,No.141,T5.png,,,,PsychicType.png,+1
1,base2b.png,No.139,OMASTAR,139.png,THE SPIRAL POKÉMON,ROCK,5,7,8,3,,,,Whenever an ally gains ATK. Omastar grants them equal DEF until the end of Round.,,138.png,,No.138,,,,,139.png,No.139,T5.png,,,,PsychicType.png,+1
1,base1.png,No.143,SNORLAX,143.png,THE SLEEPING POKÉMON,NORMAL,13,7,7,1,,,,"At the end of Snorlax's turn, you may Forget 1 Move.",,,,,,143.png,No.143,,,,T5.png,,,,,
